Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,price_range
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,In-flight meal not included,9871,7500-10000
IndiGo,27/05/2019,Delhi,Cochin,DEL ? PNQ ? COK,23:30,04:35 28 May,5h 5m,1 stop,No info,9476,7500-10000
Vistara,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,10:45 07 Jun,17h 45m,1 stop,No info,9187,7500-10000
Vistara,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,18:50 13 May,25h 50m,1 stop,No info,9135,7500-10000
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:00,11h 30m,1 stop,No info,9315,7500-10000
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,04:40 25 May,7h 30m,1 stop,In-flight meal not included,9663,7500-10000
Jet Airways,24/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,No info,8016,7500-10000
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,13:15,22:30,9h 15m,1 stop,No info,8018,7500-10000
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,08:15 10 May,12h 15m,1 stop,In-flight meal not included,7757,7500-10000
Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,18:50,11h 40m,1 stop,No info,9555,7500-10000
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 07 May,13h 20m,1 stop,In-flight meal not included,8066,7500-10000
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 07 May,12h 55m,1 stop,In-flight meal not included,7757,7500-10000
Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,10:45 25 May,14h 25m,1 stop,No info,9187,7500-10000
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,09:45 07 May,16h 45m,1 stop,In-flight meal not included,8066,7500-10000
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,04:40 19 May,9h 45m,1 stop,In-flight meal not included,8586,7500-10000
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:15,10h,1 stop,No info,8099,7500-10000
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,21:00,15h,1 stop,No info,8475,7500-10000
Vistara,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,09:05 22 May,25h 55m,1 stop,No info,8452,7500-10000
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016,7500-10000
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,12:00 13 May,14h 50m,1 stop,In-flight meal not included,9663,7500-10000
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,09:20 10 May,16h 50m,1 stop,In-flight meal not included,9663,7500-10000
IndiGo,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:30 25 May,6h 55m,1 stop,No info,7503,7500-10000
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30 07 Jun,15h 30m,1 stop,No info,7723,7500-10000
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,12:00 02 May,27h 35m,1 stop,In-flight meal not included,9663,7500-10000
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,12:00 02 May,16h,1 stop,In-flight meal not included,9663,7500-10000
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:15,12h 35m,1 stop,No info,7787,7500-10000
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,16:10,6h 25m,1 stop,No info,9646,7500-10000
Air India,9/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,07:55 10 May,19h 55m,2 stops,No info,9416,7500-10000
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:15,10h,1 stop,No info,9779,7500-10000
Air India,21/05/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,23:00,5h 20m,1 stop,No info,8067,7500-10000
Vistara,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,22:40,15h 30m,1 stop,No info,8452,7500-10000
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,04:40 25 May,14h 35m,1 stop,In-flight meal not included,8586,7500-10000
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,08:15 13 May,25h 45m,1 stop,In-flight meal not included,8586,7500-10000
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,9718,7500-10000
GoAir,15/05/2019,Kolkata,Banglore,CCU ? AMD ? BLR,16:40,00:15 16 May,7h 35m,1 stop,No info,7831,7500-10000
Vistara,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,23:25,16h 15m,1 stop,No info,8085,7500-10000
Vistara,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,10:45 16 May,14h 25m,1 stop,No info,8452,7500-10000
Air Asia,1/06/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,13:25,5h 30m,1 stop,No info,9330,7500-10000
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,7575,7500-10000
Jet Airways,9/06/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,8016,7500-10000
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,09:20 13 May,16h 50m,1 stop,In-flight meal not included,9663,7500-10000
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,19:50 07 May,27h 20m,1 stop,In-flight meal not included,9663,7500-10000
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:15,10h 30m,1 stop,No info,8266,7500-10000
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,21:00,8h 10m,1 stop,No info,7670,7500-10000
Air India,18/05/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,08:15 19 May,14h 35m,1 stop,No info,8361,7500-10000
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:15,10h,1 stop,No info,9149,7500-10000
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,8073,7500-10000
Air India,15/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,07:55 16 May,19h 55m,2 stops,No info,9941,7500-10000
Air India,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,06:10,23:00,16h 50m,1 stop,No info,8907,7500-10000
Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,09:05 25 May,25h 55m,1 stop,No info,9502,7500-10000
IndiGo,24/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,23:30,04:35 25 Jun,5h 5m,1 stop,No info,9165,7500-10000
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,8016,7500-10000
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30 10 May,15h 10m,1 stop,No info,9021,7500-10000
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,9646,7500-10000
Air India,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,8372,7500-10000
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10:05 13 Jun,15h 10m,1 stop,In-flight meal not included,8529,7500-10000
Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,8040,7500-10000
Vistara,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,18:50,11h 40m,1 stop,No info,8610,7500-10000
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,19:15,6h 25m,1 stop,No info,9001,7500-10000
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30 19 May,15h 10m,1 stop,No info,7670,7500-10000
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30 04 Jun,7h 45m,1 stop,No info,7530,7500-10000
IndiGo,1/05/2019,Kolkata,Banglore,CCU ? PAT ? BLR,09:20,14:15,4h 55m,1 stop,No info,8443,7500-10000
Vistara,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,23:25 19 May,27h 5m,1 stop,No info,9345,7500-10000
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 10 May,12h 55m,1 stop,In-flight meal not included,9663,7500-10000
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,22:35 13 Jun,27h 40m,1 stop,In-flight meal not included,8529,7500-10000
Air India,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,9194,7500-10000
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:00,01:30 22 May,8h 30m,1 stop,No info,7888,7500-10000
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,7754,7500-10000
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,19:15,8h 55m,1 stop,No info,8266,7500-10000
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10:05 13 May,15h 10m,1 stop,In-flight meal not included,9663,7500-10000
Air India,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,07:55 02 May,15h 5m,1 stop,No info,8366,7500-10000
Air India,12/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,19:15 13 Jun,38h 15m,2 stops,No info,9443,7500-10000
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,9899,7500-10000
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10:05 16 May,15h 10m,1 stop,In-flight meal not included,9663,7500-10000
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:30 04 Jun,12h 40m,1 stop,No info,7530,7500-10000
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,04:40 16 May,7h 30m,1 stop,In-flight meal not included,9663,7500-10000
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 02 May,17h 5m,1 stop,In-flight meal not included,9663,7500-10000
Jet Airways,12/06/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,8016,7500-10000
Air Asia,9/06/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,15:10,23:30,8h 20m,2 stops,No info,7870,7500-10000
Jet Airways,18/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016,7500-10000
Air India,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:00,07:40 16 Jun,10h 40m,1 stop,No info,8372,7500-10000
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,13h 15m,1 stop,No info,8266,7500-10000
Air India,15/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 16 Jun,23h 30m,2 stops,No info,9653,7500-10000
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,9899,7500-10000
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,7575,7500-10000
Jet Airways,27/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016,7500-10000
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,8625,7500-10000
Jet Airways,6/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016,7500-10000
Air India,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,18:30,9h 5m,1 stop,No info,8891,7500-10000
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,10:05 10 May,20h,1 stop,In-flight meal not included,7757,7500-10000
Air India,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,18:30,9h 5m,1 stop,No info,8576,7500-10000
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,01:30 19 May,16h 15m,1 stop,No info,7503,7500-10000
Air India,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,8372,7500-10000
Jet Airways,24/06/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,8016,7500-10000
Air India,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,8879,7500-10000
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,04:40 10 Jun,22h 10m,1 stop,In-flight meal not included,9663,7500-10000
