Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,price_range
IndiGo,6/06/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,12:10,7h 5m,1 stop,No info,6818,5000-7500
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,21:00,02:15 19 May,5h 15m,1 stop,No info,6534,5000-7500
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30 16 Jun,15h 10m,1 stop,No info,6795,5000-7500
Jet Airways,1/05/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,7229,5000-7500
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 10 Jun,6h 30m,1 stop,No info,7408,5000-7500
IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 25 Jun,9h 30m,1 stop,No info,6316,5000-7500
SpiceJet,21/05/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,5h 15m,1 stop,No info,6297,5000-7500
SpiceJet,24/05/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,08:35,17:15,8h 40m,1 stop,No info,6643,5000-7500
IndiGo,6/06/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,22:30,13h 55m,1 stop,No info,6442,5000-7500
SpiceJet,21/04/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,5h 15m,1 stop,No info,5583,5000-7500
Air Asia,27/05/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,06:35 28 May,13h 50m,1 stop,No info,6752,5000-7500
Air India,24/04/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,5201,5000-7500
Air India,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,23:00,5h 20m,1 stop,No info,7384,5000-7500
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,17:35,22:15,4h 40m,1 stop,No info,5699,5000-7500
GoAir,1/06/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,5048,5000-7500
IndiGo,24/04/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,5073,5000-7500
Jet Airways,15/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,7229,5000-7500
Vistara,9/05/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216,5000-7500
Air India,9/06/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6961,5000-7500
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:00,01:30 16 Jun,7h 30m,1 stop,No info,7408,5000-7500
Jet Airways,18/04/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,5443,5000-7500
Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,No info,7229,5000-7500
IndiGo,27/05/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,12:10,7h 5m,1 stop,No info,6600,5000-7500
Jet Airways,21/04/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,7229,5000-7500
Air India,15/05/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,6094,5000-7500
IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,16:10,7h 35m,1 stop,No info,6442,5000-7500
Jet Airways,1/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,In-flight meal not included,7229,5000-7500
Jet Airways,21/04/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,In-flight meal not included,6144,5000-7500
Air India,18/05/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,6961,5000-7500
Air Asia,3/05/2019,Banglore,Delhi,BLR ? DEL,04:55,07:45,2h 50m,non-stop,No info,6181,5000-7500
Air Asia,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,22:40,10:40 07 Jun,12h,1 stop,No info,6810,5000-7500
Jet Airways,1/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5198,5000-7500
Vistara,3/05/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,5613,5000-7500
Air India,27/04/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,5228,5000-7500
Vistara,21/04/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,5403,5000-7500
Vistara,27/04/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,5403,5000-7500
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,08:10,13:00,4h 50m,1 stop,No info,5279,5000-7500
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,17:05,22:15,5h 10m,1 stop,No info,6027,5000-7500
GoAir,12/06/2019,Delhi,Cochin,DEL ? AMD ? COK,07:25,13:35,6h 10m,1 stop,No info,5842,5000-7500
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? HYD ? COK,14:55,22:30,7h 35m,1 stop,In-flight meal not included,6093,5000-7500
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:30 16 Jun,12h 40m,1 stop,No info,6795,5000-7500
Air India,6/05/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,5228,5000-7500
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608,5000-7500
IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,6416,5000-7500
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,21:00,8h 10m,1 stop,No info,7485,5000-7500
IndiGo,9/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,08:10,13:00,4h 50m,1 stop,No info,5069,5000-7500
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,01:30 16 May,14h 55m,1 stop,No info,6979,5000-7500
IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,01:30 02 Jun,16h 15m,1 stop,No info,7048,5000-7500
IndiGo,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,5054,5000-7500
IndiGo,27/04/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,16:10,8h 35m,1 stop,No info,6442,5000-7500
Air India,9/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,11:05 10 May,16h 5m,1 stop,No info,6117,5000-7500
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,01:30 10 Jun,13h 50m,1 stop,No info,6795,5000-7500
Vistara,24/04/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216,5000-7500
Air India,15/06/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6961,5000-7500
IndiGo,1/06/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6938,5000-7500
Jet Airways,6/06/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,7229,5000-7500
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 28 May,12h 30m,1 stop,In-flight meal not included,6943,5000-7500
Air India,1/06/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,5228,5000-7500
IndiGo,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,6412,5000-7500
Air India,24/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,14:35 25 May,24h,1 stop,No info,6528,5000-7500
Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,7229,5000-7500
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,13h 15m,1 stop,In-flight meal not included,7268,5000-7500
Air India,12/06/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6961,5000-7500
Air Asia,27/05/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,13:25,5h 30m,1 stop,No info,6451,5000-7500
IndiGo,6/06/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,21:00,02:15 07 Jun,5h 15m,1 stop,No info,6711,5000-7500
IndiGo,27/04/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,6015,5000-7500
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,19:15,14h 20m,1 stop,No info,7155,5000-7500
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30 28 Jun,15h 10m,1 stop,No info,6270,5000-7500
Air India,15/05/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,5228,5000-7500
Air Asia,15/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,15:10,23:30,8h 20m,2 stops,No info,5192,5000-7500
Air Asia,15/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,06:50,10:30,3h 40m,1 stop,No info,5162,5000-7500
IndiGo,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,16:10,7h 35m,1 stop,No info,6442,5000-7500
IndiGo,21/04/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,5703,5000-7500
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:00,01:30 13 Jun,8h 30m,1 stop,No info,7198,5000-7500
Air Asia,12/05/2019,Kolkata,Banglore,CCU ? BLR,19:55,22:25,2h 30m,non-stop,No info,5530,5000-7500
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,01:30 25 Jun,13h 50m,1 stop,In-flight meal not included,5797,5000-7500
IndiGo,6/06/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 07 Jun,2h 20m,non-stop,No info,5277,5000-7500
IndiGo,9/05/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 10 May,2h 20m,non-stop,No info,5277,5000-7500
Air Asia,12/06/2019,Kolkata,Banglore,CCU ? BBI ? BLR,06:50,10:30,3h 40m,1 stop,No info,5162,5000-7500
GoAir,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,12:55,5h 55m,1 stop,No info,5897,5000-7500
Air India,3/06/2019,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,5510,5000-7500
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,01:30 22 May,13h 50m,1 stop,No info,7485,5000-7500
IndiGo,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 28 May,9h 30m,1 stop,No info,7048,5000-7500
IndiGo,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,12:10,7h 5m,1 stop,No info,6442,5000-7500
IndiGo,1/05/2019,Kolkata,Banglore,CCU ? NAG ? BLR,18:05,23:30,5h 25m,1 stop,No info,6218,5000-7500
Jet Airways,21/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,7229,5000-7500
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,7408,5000-7500
IndiGo,1/06/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,16:10,9h 20m,1 stop,No info,6442,5000-7500
Jet Airways,12/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,In-flight meal not included,6144,5000-7500
Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678,5000-7500
SpiceJet,24/04/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,5583,5000-7500
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,7064,5000-7500
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,7155,5000-7500
Air Asia,18/05/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,07:10 19 May,14h 25m,1 stop,No info,7353,5000-7500
IndiGo,27/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,5054,5000-7500
Jet Airways,18/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,In-flight meal not included,6144,5000-7500
IndiGo,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,21:00,11h 45m,1 stop,No info,7318,5000-7500
IndiGo,9/06/2019,Delhi,Cochin,DEL ? LKO ? COK,21:50,03:35 10 Jun,5h 45m,1 stop,No info,6195,5000-7500
IndiGo,21/06/2019,Delhi,Cochin,DEL ? COK,21:05,00:20 22 Jun,3h 15m,non-stop,No info,5406,5000-7500
Air India,27/06/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,6961,5000-7500
Air India,1/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,23:00,5h 20m,1 stop,No info,7384,5000-7500
Jet Airways,3/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5198,5000-7500
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,7229,5000-7500
Air India,21/04/2019,Delhi,Cochin,DEL ? BLR ? COK,20:30,23:00 22 Apr,26h 30m,1 stop,No info,7174,5000-7500
IndiGo,1/06/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:30,10h 35m,1 stop,No info,6674,5000-7500
Air India,3/05/2019,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,5228,5000-7500
Vistara,12/06/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216,5000-7500
IndiGo,9/05/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,12:10,7h 5m,1 stop,No info,6818,5000-7500
SpiceJet,21/04/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No info,6460,5000-7500
SpiceJet,21/04/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,6749,5000-7500
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,7064,5000-7500
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678,5000-7500
Jet Airways,18/04/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,7229,5000-7500
IndiGo,6/06/2019,Delhi,Cochin,DEL ? LKO ? COK,21:50,03:35 07 Jun,5h 45m,1 stop,No info,6195,5000-7500
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? NAG ? BLR,18:05,23:30,5h 25m,1 stop,No info,6704,5000-7500
IndiGo,21/05/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,5224,5000-7500
IndiGo,6/06/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,5601,5000-7500
Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,7229,5000-7500
IndiGo,21/05/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,00:55 22 May,8h 45m,1 stop,No info,6778,5000-7500
SpiceJet,3/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5726,5000-7500
Air India,21/05/2019,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25 22 May,12h 45m,1 stop,No info,7480,5000-7500
IndiGo,27/04/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,5h 25m,1 stop,No info,5796,5000-7500
IndiGo,24/04/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,12:10,5h 20m,1 stop,No info,5298,5000-7500
Air Asia,27/04/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,07:10 28 Apr,10h 25m,1 stop,No info,6451,5000-7500
Air India,9/06/2019,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,6245,5000-7500
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,7005,5000-7500
IndiGo,27/05/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,6938,5000-7500
Air India,18/04/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6121,5000-7500
Air Asia,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,19:25,11h 50m,1 stop,No info,5192,5000-7500
Air India,9/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,23:00,5h 20m,1 stop,No info,7384,5000-7500
IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,21:00,14h 20m,1 stop,No info,6093,5000-7500
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:30 13 Jun,12h 40m,1 stop,No info,6795,5000-7500
IndiGo,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,21:00,12h 30m,1 stop,No info,6416,5000-7500
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 16 Jun,6h 30m,1 stop,No info,6795,5000-7500
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,21:00,8h 10m,1 stop,No info,7005,5000-7500
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,20:25,01:30 19 May,5h 5m,1 stop,No info,6069,5000-7500
IndiGo,27/05/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:30,10h 35m,1 stop,No info,6442,5000-7500
Air India,21/05/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,6094,5000-7500
Air Asia,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,23:30,15h 55m,1 stop,No info,5192,5000-7500
SpiceJet,27/05/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5158,5000-7500
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678,5000-7500
IndiGo,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,01:30 13 Jun,14h 5m,1 stop,No info,5883,5000-7500
IndiGo,6/06/2019,Delhi,Cochin,DEL ? BLR ? COK,02:00,07:45,5h 45m,1 stop,No info,6386,5000-7500
IndiGo,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6412,5000-7500
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30 07 Jun,7h 45m,1 stop,No info,6795,5000-7500
Air India,6/06/2019,Delhi,Cochin,DEL ? TRV ? COK,05:15,06:50 07 Jun,25h 35m,1 stop,No info,6587,5000-7500
Air India,18/04/2019,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,5510,5000-7500
